,Code,Msoa_name,education_no_qualifications,lone_parent_unemployed,limited_activity_fam_member,families_with_3plus_kids,health_life_expectancy_at_birth,child_poverty,overcrowded_houses,self_harm_hospital_admission,AvPTAI2015,supermarket,fast_food,total_weekly_income,total_private_outdoor_space
1287,E02001325,,,,,,,,,,,0,0,,899682.5
1288,E02001326,,,,,,,,,,,0,0,,759391.8
1289,E02001327,,,,,,,,,,,0,0,,523967.0
1290,E02001328,,,,,,,,,,,0,0,,817831.9
1291,E02001329,,,,,,,,,,,0,0,,467729.2
1292,E02001330,,,,,,,,,,,0,0,,575833.6
1293,E02001331,,,,,,,,,,,0,0,,1078234.6
1294,E02001332,,,,,,,,,,,0,0,,407377.6
1295,E02001333,,,,,,,,,,,0,0,,598647.9
1296,E02001334,,,,,,,,,,,0,0,,388406.6
1297,E02001335,,,,,,,,,,,0,0,,578615.0
1298,E02001336,,,,,,,,,,,0,0,,459827.3
1299,E02001337,,,,,,,,,,,0,0,,459409.2
1300,E02001338,,,,,,,,,,,0,0,,411030.8
1301,E02001339,,,,,,,,,,,0,0,,441448.2
1302,E02001340,,,,,,,,,,,0,0,,723075.1
1303,E02001341,,,,,,,,,,,0,0,,623899.8
1304,E02001342,,,,,,,,,,,0,0,,739679.8
1305,E02001343,,,,,,,,,,,0,0,,915731.1
1306,E02001344,,,,,,,,,,,0,0,,437957.8
1307,E02001345,,,,,,,,,,,0,0,,449262.1
1308,E02001346,,,,,,,,,,,0,0,,572429.1
1309,E02001347,,,,,,,,,,,0,0,,572872.9
1310,E02001348,,,,,,,,,,,0,0,,246848.3
1311,E02001349,,,,,,,,,,,0,0,,306876.7
1312,E02001350,,,,,,,,,,,0,0,,564944.3
1313,E02001351,,,,,,,,,,,0,0,,523485.2
1314,E02001352,,,,,,,,,,,0,0,,264178.5
1315,E02001353,,,,,,,,,,,0,0,,618522.0
1316,E02001354,,,,,,,,,,,0,0,,468243.0
1317,E02001355,,,,,,,,,,,0,0,,191704.0
1318,E02001356,,,,,,,,,,,0,0,,510439.5
1319,E02001357,,,,,,,,,,,0,0,,483367.1
1320,E02001358,,,,,,,,,,,0,0,,100660.4
1321,E02001359,,,,,,,,,,,0,0,,533398.0
1322,E02001360,,,,,,,,,,,0,0,,336816.7
1323,E02001361,,,,,,,,,,,0,0,,360838.2
1324,E02001362,,,,,,,,,,,0,0,,567934.5
1325,E02001363,,,,,,,,,,,0,0,,525476.9
1326,E02001364,,,,,,,,,,,0,0,,151204.1
1327,E02001365,,,,,,,,,,,0,0,,170205.8
1328,E02001366,,,,,,,,,,,0,0,,354228.7
1329,E02001367,,,,,,,,,,,0,0,,805397.4
1330,E02001368,,,,,,,,,,,0,0,,381382.9
1331,E02001369,,,,,,,,,,,0,0,,400221.6
1332,E02001370,,,,,,,,,,,0,0,,318175.9
1333,E02001371,,,,,,,,,,,0,0,,457869.8
1334,E02001372,,,,,,,,,,,0,0,,421559.3
1335,E02001373,,,,,,,,,,,0,0,,332962.6
1336,E02001374,,,,,,,,,,,0,0,,309025.1
1337,E02001375,,,,,,,,,,,0,0,,254828.9
1338,E02001376,,,,,,,,,,,0,0,,160662.2
1339,E02001377,,,,,,,,,,,0,0,,288662.8
1340,E02001378,,,,,,,,,,,0,0,,443710.2
1341,E02001380,,,,,,,,,,,0,0,,603903.2
1342,E02001381,,,,,,,,,,,0,0,,225055.2
1343,E02001382,,,,,,,,,,,0,0,,578054.8
1344,E02001383,,,,,,,,,,,0,0,,177023.3
1345,E02001384,,,,,,,,,,,0,0,,142059.8
1346,E02001385,,,,,,,,,,,0,0,,274680.4
1347,E02001386,,,,,,,,,,,0,0,,585983.2
1348,E02001387,,,,,,,,,,,0,0,,619955.2
1349,E02001388,,,,,,,,,,,0,0,,127298.4
1350,E02001389,,,,,,,,,,,0,0,,356873.5
1351,E02001390,,,,,,,,,,,0,0,,317979.6
1352,E02001391,,,,,,,,,,,0,0,,423192.2
1353,E02001392,,,,,,,,,,,0,0,,759534.9
1354,E02001393,,,,,,,,,,,0,0,,1014645.0
1355,E02001394,,,,,,,,,,,0,0,,444041.6
1356,E02001395,,,,,,,,,,,0,0,,359615.6
1357,E02001396,,,,,,,,,,,0,0,,259186.2
1358,E02001397,,,,,,,,,,,0,0,,622249.9
1359,E02001398,,,,,,,,,,,0,0,,487261.3
1360,E02001399,,,,,,,,,,,0,0,,549833.0
1361,E02001400,,,,,,,,,,,0,0,,581284.4
1362,E02001401,,,,,,,,,,,0,0,,703485.9
1363,E02001402,,,,,,,,,,,0,0,,798769.3
1364,E02001403,,,,,,,,,,,0,0,,225776.2
1365,E02001404,,,,,,,,,,,0,0,,448061.8
1366,E02001405,,,,,,,,,,,0,0,,655446.6
1367,E02001406,,,,,,,,,,,0,0,,1117327.1
1368,E02001407,,,,,,,,,,,0,0,,709271.4
1369,E02001408,,,,,,,,,,,0,0,,568924.8
1370,E02001409,,,,,,,,,,,0,0,,934883.3
1371,E02001410,,,,,,,,,,,0,0,,430651.6
1372,E02001411,,,,,,,,,,,0,0,,417713.5
1373,E02001412,,,,,,,,,,,0,0,,765958.8
1374,E02001413,,,,,,,,,,,0,0,,672549.2
1375,E02001414,,,,,,,,,,,0,0,,717445.7
1376,E02001415,,,,,,,,,,,0,0,,506949.7
1377,E02001416,,,,,,,,,,,0,0,,354389.6
1378,E02001417,,,,,,,,,,,0,0,,275923.9
1379,E02001418,,,,,,,,,,,0,0,,388248.1
1380,E02001419,,,,,,,,,,,0,0,,271902.6
1381,E02001420,,,,,,,,,,,0,0,,885826.9
1382,E02001421,,,,,,,,,,,0,0,,657419.9
1383,E02001422,,,,,,,,,,,0,0,,427560.6
1384,E02001423,,,,,,,,,,,0,0,,785561.4
1385,E02001424,,,,,,,,,,,0,0,,887452.5
1386,E02001425,,,,,,,,,,,0,0,,743228.1
1387,E02001426,,,,,,,,,,,0,0,,405412.3
1388,E02001427,,,,,,,,,,,0,0,,895664.0
1389,E02001428,,,,,,,,,,,0,0,,695709.2
1390,E02001429,,,,,,,,,,,0,0,,699211.0
1391,E02001430,,,,,,,,,,,0,0,,888189.2
1392,E02001431,,,,,,,,,,,0,0,,796068.2
1393,E02001432,,,,,,,,,,,0,0,,424388.2
1394,E02001433,,,,,,,,,,,0,0,,597440.4
1395,E02001434,,,,,,,,,,,0,0,,596985.0
1396,E02001435,,,,,,,,,,,0,0,,646129.1
1397,E02001436,,,,,,,,,,,0,0,,846982.2
1398,E02001437,,,,,,,,,,,0,0,,1610842.1
1399,E02001438,,,,,,,,,,,0,0,,891280.1
1400,E02001439,,,,,,,,,,,0,0,,701598.1
1401,E02001440,,,,,,,,,,,0,0,,972441.3
1402,E02001441,,,,,,,,,,,0,0,,1214259.9
1403,E02001442,,,,,,,,,,,0,0,,921864.4
1404,E02001443,,,,,,,,,,,0,0,,838462.8
1405,E02001444,,,,,,,,,,,0,0,,679762.1
1406,E02001445,,,,,,,,,,,0,0,,781110.9
1407,E02001446,,,,,,,,,,,0,0,,601756.3
1408,E02001447,,,,,,,,,,,0,0,,632503.8
1409,E02001448,,,,,,,,,,,0,0,,643267.7
1410,E02001449,,,,,,,,,,,0,0,,1219798.2
1411,E02001450,,,,,,,,,,,0,0,,1202384.8
1412,E02001451,,,,,,,,,,,0,0,,315323.2
1413,E02001452,,,,,,,,,,,0,0,,383242.2
1414,E02001453,,,,,,,,,,,0,0,,609216.0
1415,E02001454,,,,,,,,,,,0,0,,714330.7
1416,E02001455,,,,,,,,,,,0,0,,579111.3
1417,E02001456,,,,,,,,,,,0,0,,405467.3
1418,E02001457,,,,,,,,,,,0,0,,423899.5
1419,E02001458,,,,,,,,,,,0,0,,286350.9
1420,E02001459,,,,,,,,,,,0,0,,452303.0
1421,E02001460,,,,,,,,,,,0,0,,416189.6
1422,E02001461,,,,,,,,,,,0,0,,468451.5
1423,E02001462,,,,,,,,,,,0,0,,364197.5
1424,E02001463,,,,,,,,,,,0,0,,426904.2
1425,E02001464,,,,,,,,,,,0,0,,156658.2
1426,E02001465,,,,,,,,,,,0,0,,253151.1
1427,E02001466,,,,,,,,,,,0,0,,302072.2
1428,E02001467,,,,,,,,,,,0,0,,331812.1
1429,E02001468,,,,,,,,,,,0,0,,371062.6
1430,E02001469,,,,,,,,,,,0,0,,551575.3
1431,E02001470,,,,,,,,,,,0,0,,501385.2
1432,E02001471,,,,,,,,,,,0,0,,316522.0
1433,E02001472,,,,,,,,,,,0,0,,638310.3
1434,E02001473,,,,,,,,,,,0,0,,301221.0
1435,E02001474,,,,,,,,,,,0,0,,189699.5
1436,E02001475,,,,,,,,,,,0,0,,436777.1
1437,E02001476,,,,,,,,,,,0,0,,259631.0
1438,E02001477,,,,,,,,,,,0,0,,486676.5
1439,E02001478,,,,,,,,,,,0,0,,776148.6
1440,E02001479,,,,,,,,,,,0,0,,720689.1
1441,E02001480,,,,,,,,,,,0,0,,803048.3
1442,E02001481,,,,,,,,,,,0,0,,933802.6
1443,E02001482,,,,,,,,,,,0,0,,259178.1
1444,E02001483,,,,,,,,,,,0,0,,808843.9
1445,E02001484,,,,,,,,,,,0,0,,955304.2
1446,E02001485,,,,,,,,,,,0,0,,620508.0
1447,E02001486,,,,,,,,,,,0,0,,910166.3
1448,E02001487,,,,,,,,,,,0,0,,327012.5
1449,E02001488,,,,,,,,,,,0,0,,457774.9
1450,E02001489,,,,,,,,,,,0,0,,1033467.1
1451,E02001490,,,,,,,,,,,0,0,,745717.2
1452,E02001491,,,,,,,,,,,0,0,,507197.3
1453,E02001492,,,,,,,,,,,0,0,,739157.6
1454,E02001493,,,,,,,,,,,0,0,,453648.6
1455,E02001494,,,,,,,,,,,0,0,,1956985.4
1456,E02001495,,,,,,,,,,,0,0,,623921.7
1457,E02001496,,,,,,,,,,,0,0,,809927.9
1458,E02001497,,,,,,,,,,,0,0,,495062.7
1459,E02001498,,,,,,,,,,,0,0,,682365.1
1460,E02001499,,,,,,,,,,,0,0,,1108555.3
1461,E02001500,,,,,,,,,,,0,0,,1087596.0
1462,E02001501,,,,,,,,,,,0,0,,787163.3
1463,E02001502,,,,,,,,,,,0,0,,792928.9
1464,E02001503,,,,,,,,,,,0,0,,1209640.1
1465,E02001504,,,,,,,,,,,0,0,,1399549.6
1466,E02001505,,,,,,,,,,,0,0,,638332.2
1467,E02001506,,,,,,,,,,,0,0,,2510857.1
1468,E02001507,,,,,,,,,,,0,0,,861968.7
1469,E02001508,,,,,,,,,,,0,0,,814617.9
1470,E02001509,,,,,,,,,,,0,0,,639581.4
1471,E02001510,,,,,,,,,,,0,0,,575014.2
1472,E02001511,,,,,,,,,,,0,0,,619244.5
1473,E02001512,,,,,,,,,,,0,0,,887198.4
1474,E02001513,,,,,,,,,,,0,0,,854429.6
1475,E02001514,,,,,,,,,,,0,0,,701497.6
1476,E02001515,,,,,,,,,,,0,0,,936110.2
1477,E02001516,,,,,,,,,,,0,0,,512697.1
1478,E02001517,,,,,,,,,,,0,0,,748354.0
1479,E02001518,,,,,,,,,,,0,0,,865457.0
1480,E02001519,,,,,,,,,,,0,0,,691384.7
1481,E02001520,,,,,,,,,,,0,0,,1356545.4
1482,E02001521,,,,,,,,,,,0,0,,454209.6
1483,E02001522,,,,,,,,,,,0,0,,921321.4
1484,E02001523,,,,,,,,,,,0,0,,501105.3
1485,E02001524,,,,,,,,,,,0,0,,1353825.5
1486,E02001525,,,,,,,,,,,0,0,,349882.9
1487,E02001526,,,,,,,,,,,0,0,,485942.6
1488,E02001527,,,,,,,,,,,0,0,,618828.0
1489,E02001528,,,,,,,,,,,0,0,,1134419.8
1490,E02001529,,,,,,,,,,,0,0,,1035780.9
1491,E02001530,,,,,,,,,,,0,0,,507468.5
1492,E02001531,,,,,,,,,,,0,0,,567350.9
1493,E02001532,,,,,,,,,,,0,0,,1150049.7
1494,E02001533,,,,,,,,,,,0,0,,657957.4
1495,E02001534,,,,,,,,,,,0,0,,860813.3
1496,E02001535,,,,,,,,,,,0,0,,1491251.8
1497,E02001536,,,,,,,,,,,0,0,,920656.4
1498,E02001537,,,,,,,,,,,0,0,,806000.4
1499,E02001538,,,,,,,,,,,0,0,,872684.8
1500,E02001539,,,,,,,,,,,0,0,,654192.0
1501,E02001540,,,,,,,,,,,0,0,,2686265.5
1502,E02001541,,,,,,,,,,,0,0,,1163419.0
1503,E02001542,,,,,,,,,,,0,0,,1032333.7
1504,E02001543,,,,,,,,,,,0,0,,897132.8
1505,E02001544,,,,,,,,,,,0,0,,852572.3
1506,E02001545,,,,,,,,,,,0,0,,959875.9
1507,E02001546,,,,,,,,,,,0,0,,1284714.9
1508,E02001547,,,,,,,,,,,0,0,,994858.8
1509,E02001548,,,,,,,,,,,0,0,,633809.3
1510,E02001549,,,,,,,,,,,0,0,,730819.7
1511,E02001550,,,,,,,,,,,0,0,,734070.2
1512,E02001551,,,,,,,,,,,0,0,,444144.2
1513,E02001552,,,,,,,,,,,0,0,,683651.0
1514,E02001553,,,,,,,,,,,0,0,,912930.2
1515,E02001554,,,,,,,,,,,0,0,,615886.5
1516,E02001555,,,,,,,,,,,0,0,,539855.4
1517,E02001556,,,,,,,,,,,0,0,,779191.3
1518,E02001557,,,,,,,,,,,0,0,,574867.3
1519,E02001558,,,,,,,,,,,0,0,,1411652.0
1520,E02001559,,,,,,,,,,,0,0,,1175813.0
1521,E02001560,,,,,,,,,,,0,0,,354448.6
1522,E02001561,,,,,,,,,,,0,0,,244182.5
1523,E02001562,,,,,,,,,,,0,0,,563790.8
1524,E02001563,,,,,,,,,,,0,0,,1262457.8
1525,E02001564,,,,,,,,,,,0,0,,1291834.9
1526,E02001565,,,,,,,,,,,0,0,,1054062.0
1527,E02001566,,,,,,,,,,,0,0,,586049.9
1528,E02001567,,,,,,,,,,,0,0,,714103.3
1529,E02001568,,,,,,,,,,,0,0,,620170.5
1530,E02001569,,,,,,,,,,,0,0,,604701.2
1531,E02001570,,,,,,,,,,,0,0,,557717.7
1532,E02001571,,,,,,,,,,,0,0,,859770.8
1533,E02001572,,,,,,,,,,,0,0,,668621.8
1534,E02001573,,,,,,,,,,,0,0,,702169.8
1535,E02001574,,,,,,,,,,,0,0,,679380.3
1536,E02001575,,,,,,,,,,,0,0,,682237.4
1537,E02001576,,,,,,,,,,,0,0,,994304.6
1538,E02001577,,,,,,,,,,,0,0,,1142606.9
1539,E02001578,,,,,,,,,,,0,0,,927056.7
1540,E02001579,,,,,,,,,,,0,0,,893516.2
1541,E02001580,,,,,,,,,,,0,0,,855750.7
1542,E02001581,,,,,,,,,,,0,0,,580115.0
1543,E02001582,,,,,,,,,,,0,0,,715496.7
1544,E02001583,,,,,,,,,,,0,0,,478401.2
1545,E02001584,,,,,,,,,,,0,0,,993335.1
1546,E02001585,,,,,,,,,,,0,0,,455340.0
1547,E02001586,,,,,,,,,,,0,0,,570019.9
1548,E02001587,,,,,,,,,,,0,0,,616261.7
1549,E02001588,,,,,,,,,,,0,0,,548755.7
1550,E02001589,,,,,,,,,,,0,0,,836238.1
1551,E02001590,,,,,,,,,,,0,0,,587090.1
1552,E02001591,,,,,,,,,,,0,0,,569251.2
1553,E02001592,,,,,,,,,,,0,0,,724582.1
1554,E02001593,,,,,,,,,,,0,0,,330722.1
1555,E02001594,,,,,,,,,,,0,0,,324738.3
1556,E02001595,,,,,,,,,,,0,0,,904555.1
1557,E02001596,,,,,,,,,,,0,0,,765970.5
1558,E02001597,,,,,,,,,,,0,0,,861394.1
1559,E02001598,,,,,,,,,,,0,0,,1139348.6
1560,E02001599,,,,,,,,,,,0,0,,934800.4
1561,E02001600,,,,,,,,,,,0,0,,1268283.7
1562,E02001601,,,,,,,,,,,0,0,,645318.3
1563,E02001602,,,,,,,,,,,0,0,,828394.1
1564,E02001603,,,,,,,,,,,0,0,,804713.3
1565,E02001604,,,,,,,,,,,0,0,,837296.3
1566,E02001605,,,,,,,,,,,0,0,,1094794.5
1567,E02001606,,,,,,,,,,,0,0,,785844.5
1568,E02001607,,,,,,,,,,,0,0,,900957.0
1569,E02001608,,,,,,,,,,,0,0,,741422.2
1570,E02001609,,,,,,,,,,,0,0,,1329679.5
1571,E02001610,,,,,,,,,,,0,0,,1301043.0
1572,E02001611,,,,,,,,,,,0,0,,750215.8
1573,E02001612,,,,,,,,,,,0,0,,696561.8
1574,E02001613,,,,,,,,,,,0,0,,916518.8
1575,E02001614,,,,,,,,,,,0,0,,1013779.3
1576,E02001615,,,,,,,,,,,0,0,,927239.6
1577,E02001616,,,,,,,,,,,0,0,,725198.3
1578,E02001617,,,,,,,,,,,0,0,,534520.2
1579,E02001618,,,,,,,,,,,0,0,,1500763.9
1580,E02001619,,,,,,,,,,,0,0,,872009.9
1581,E02001620,,,,,,,,,,,0,0,,561413.8
1582,E02001621,,,,,,,,,,,0,0,,503201.3
1583,E02001622,,,,,,,,,,,0,0,,654807.4
1584,E02001623,,,,,,,,,,,0,0,,464956.1
1585,E02001624,,,,,,,,,,,0,0,,522264.2
1586,E02001625,,,,,,,,,,,0,0,,608497.5
1587,E02001626,,,,,,,,,,,0,0,,421964.6
1588,E02001627,,,,,,,,,,,0,0,,196511.4
1589,E02001628,,,,,,,,,,,0,0,,292304.4
1590,E02001629,,,,,,,,,,,0,0,,464627.5
1591,E02001630,,,,,,,,,,,0,0,,393256.4
1592,E02001631,,,,,,,,,,,0,0,,538222.3
1593,E02001632,,,,,,,,,,,0,0,,330792.2
1594,E02001633,,,,,,,,,,,0,0,,1019359.9
1595,E02001634,,,,,,,,,,,0,0,,533308.6
1596,E02001635,,,,,,,,,,,0,0,,421169.7
1597,E02001636,,,,,,,,,,,0,0,,249215.3
1598,E02001637,,,,,,,,,,,0,0,,284319.1
1599,E02001638,,,,,,,,,,,0,0,,184164.9
1600,E02001639,,,,,,,,,,,0,0,,268804.8
1601,E02001640,,,,,,,,,,,0,0,,385282.6
1602,E02001642,,,,,,,,,,,0,0,,752950.6
1603,E02001643,,,,,,,,,,,0,0,,709078.7
1604,E02001646,,,,,,,,,,,0,0,,380885.0
1605,E02001647,,,,,,,,,,,0,0,,527482.6
1606,E02001648,,,,,,,,,,,0,0,,825963.1
1607,E02001649,,,,,,,,,,,0,0,,728144.8
1608,E02001650,,,,,,,,,,,0,0,,182012.2
1609,E02001651,,,,,,,,,,,0,0,,1297943.5
1610,E02001652,,,,,,,,,,,0,0,,177344.4
1611,E02001653,,,,,,,,,,,0,0,,381256.8
1612,E02001654,,,,,,,,,,,0,0,,446224.2
1613,E02001655,,,,,,,,,,,0,0,,675266.4
1614,E02001656,,,,,,,,,,,0,0,,649492.2
1615,E02001657,,,,,,,,,,,0,0,,662102.8
1616,E02001658,,,,,,,,,,,0,0,,403359.3
1617,E02001659,,,,,,,,,,,0,0,,405042.5
1618,E02001660,,,,,,,,,,,0,0,,595978.8
1619,E02001661,,,,,,,,,,,0,0,,340909.7
1620,E02001662,,,,,,,,,,,0,0,,614292.6
1621,E02001663,,,,,,,,,,,0,0,,370591.4
1622,E02001664,,,,,,,,,,,0,0,,473805.6
1623,E02001665,,,,,,,,,,,0,0,,1606150.0
1624,E02001666,,,,,,,,,,,0,0,,535492.7
1625,E02001669,,,,,,,,,,,0,0,,416962.4
1626,E02001670,,,,,,,,,,,0,0,,343469.6
1627,E02001671,,,,,,,,,,,0,0,,554440.3
1628,E02001672,,,,,,,,,,,0,0,,575562.1
1629,E02001673,,,,,,,,,,,0,0,,427310.6
1630,E02001674,,,,,,,,,,,0,0,,992720.2
1631,E02001675,,,,,,,,,,,0,0,,572503.9
1632,E02001676,,,,,,,,,,,0,0,,752536.0
1633,E02001678,,,,,,,,,,,0,0,,2147835.1
1634,E02001679,,,,,,,,,,,0,0,,460645.4
1635,E02001680,,,,,,,,,,,0,0,,247326.9
1636,E02001681,,,,,,,,,,,0,0,,988319.9
1637,E02001682,,,,,,,,,,,0,0,,815264.0
1638,E02001683,,,,,,,,,,,0,0,,913758.4
1639,E02001684,,,,,,,,,,,0,0,,340334.3
1640,E02001685,,,,,,,,,,,0,0,,557350.1
1641,E02001686,,,,,,,,,,,0,0,,613947.5
1642,E02001688,,,,,,,,,,,0,0,,308253.9
1643,E02001689,,,,,,,,,,,0,0,,236514.4
1644,E02001690,,,,,,,,,,,0,0,,596950.1
1645,E02001691,,,,,,,,,,,0,0,,283284.9
1646,E02001692,,,,,,,,,,,0,0,,401152.4
1647,E02001693,,,,,,,,,,,0,0,,396723.0
1648,E02001694,,,,,,,,,,,0,0,,462634.9
1649,E02001695,,,,,,,,,,,0,0,,417634.1
1650,E02001696,,,,,,,,,,,0,0,,662963.6
1651,E02001697,,,,,,,,,,,0,0,,513344.4
1652,E02001698,,,,,,,,,,,0,0,,828855.9
1653,E02001699,,,,,,,,,,,0,0,,395412.4
1654,E02001700,,,,,,,,,,,0,0,,1013532.6
1655,E02001701,,,,,,,,,,,0,0,,510957.3
1656,E02001702,,,,,,,,,,,0,0,,517654.0
1657,E02001703,,,,,,,,,,,0,0,,794335.8
1658,E02001704,,,,,,,,,,,0,0,,377631.7
1659,E02001705,,,,,,,,,,,0,0,,605442.4
1660,E02001706,,,,,,,,,,,0,0,,751282.3
1661,E02001707,,,,,,,,,,,0,0,,579911.9
1662,E02001708,,,,,,,,,,,0,0,,1019789.9
1663,E02001709,,,,,,,,,,,0,0,,985270.6
1664,E02001710,,,,,,,,,,,0,0,,689955.9
1665,E02001711,,,,,,,,,,,0,0,,750408.0
1666,E02001712,,,,,,,,,,,0,0,,537896.4
1667,E02001713,,,,,,,,,,,0,0,,830431.2
1668,E02001714,,,,,,,,,,,0,0,,772635.3
1669,E02001715,,,,,,,,,,,0,0,,730787.4
1670,E02001718,,,,,,,,,,,0,0,,372231.5
1671,E02001719,,,,,,,,,,,0,0,,585344.5
1672,E02001720,,,,,,,,,,,0,0,,340383.8
1673,E02001721,,,,,,,,,,,0,0,,897396.5
1674,E02001722,,,,,,,,,,,0,0,,525071.2
1675,E02001723,,,,,,,,,,,0,0,,436933.1
1676,E02001724,,,,,,,,,,,0,0,,228493.8
1677,E02001725,,,,,,,,,,,0,0,,212950.6
1678,E02001726,,,,,,,,,,,0,0,,738572.7
1679,E02001727,,,,,,,,,,,0,0,,534901.1
1680,E02001728,,,,,,,,,,,0,0,,674994.2
1681,E02001729,,,,,,,,,,,0,0,,243049.1
1682,E02001730,,,,,,,,,,,0,0,,151289.0
1683,E02001731,,,,,,,,,,,0,0,,159284.6
1684,E02001732,,,,,,,,,,,0,0,,364972.6
1685,E02001733,,,,,,,,,,,0,0,,483019.4
1686,E02001734,,,,,,,,,,,0,0,,431848.1
1687,E02001735,,,,,,,,,,,0,0,,454349.3
1688,E02001736,,,,,,,,,,,0,0,,397950.8
1689,E02001737,,,,,,,,,,,0,0,,305836.6
1690,E02001738,,,,,,,,,,,0,0,,651892.9
1691,E02001739,,,,,,,,,,,0,0,,555067.2
1692,E02001740,,,,,,,,,,,0,0,,384758.6
1693,E02001741,,,,,,,,,,,0,0,,724790.0
1694,E02001742,,,,,,,,,,,0,0,,423451.1
1695,E02001743,,,,,,,,,,,0,0,,282037.4
1696,E02001744,,,,,,,,,,,0,0,,563611.8
1697,E02001745,,,,,,,,,,,0,0,,374376.2
1698,E02001746,,,,,,,,,,,0,0,,529296.9
1699,E02001747,,,,,,,,,,,0,0,,459504.3
1700,E02001748,,,,,,,,,,,0,0,,585655.7
1701,E02001749,,,,,,,,,,,0,0,,565648.5
1702,E02001750,,,,,,,,,,,0,0,,547392.9
1703,E02001751,,,,,,,,,,,0,0,,617053.7
1704,E02001752,,,,,,,,,,,0,0,,381499.5
1705,E02001753,,,,,,,,,,,0,0,,275188.4
1706,E02001754,,,,,,,,,,,0,0,,359373.1
1707,E02001755,,,,,,,,,,,0,0,,787879.5
1708,E02001756,,,,,,,,,,,0,0,,584639.0
1709,E02001757,,,,,,,,,,,0,0,,440455.8
1710,E02001758,,,,,,,,,,,0,0,,337119.2
1711,E02001759,,,,,,,,,,,0,0,,195219.2
1712,E02001760,,,,,,,,,,,0,0,,447018.3
1713,E02001761,,,,,,,,,,,0,0,,292100.2
1714,E02001762,,,,,,,,,,,0,0,,426442.4
1715,E02001763,,,,,,,,,,,0,0,,420017.3
1716,E02001764,,,,,,,,,,,0,0,,338696.0
1717,E02001765,,,,,,,,,,,0,0,,398064.1
1718,E02001766,,,,,,,,,,,0,0,,365529.8
1719,E02001767,,,,,,,,,,,0,0,,318006.0
1720,E02001768,,,,,,,,,,,0,0,,176190.5
1721,E02001769,,,,,,,,,,,0,0,,238489.2
1722,E02001770,,,,,,,,,,,0,0,,207675.9
1723,E02001771,,,,,,,,,,,0,0,,466759.4
1724,E02001772,,,,,,,,,,,0,0,,268495.0
1725,E02001773,,,,,,,,,,,0,0,,517540.1
1726,E02001774,,,,,,,,,,,0,0,,253666.0
1727,E02001775,,,,,,,,,,,0,0,,360433.5
1728,E02001776,,,,,,,,,,,0,0,,486213.9
1729,E02001777,,,,,,,,,,,0,0,,361929.5
1730,E02001778,,,,,,,,,,,0,0,,219951.2
1731,E02001779,,,,,,,,,,,0,0,,339241.7
1732,E02001780,,,,,,,,,,,0,0,,535638.4
1733,E02001781,,,,,,,,,,,0,0,,417683.3
1734,E02001782,,,,,,,,,,,0,0,,727464.9
1735,E02001783,,,,,,,,,,,0,0,,453213.5
1736,E02001784,,,,,,,,,,,0,0,,560160.0
1737,E02001785,,,,,,,,,,,0,0,,734900.0
1738,E02001786,,,,,,,,,,,0,0,,457343.1
1739,E02001787,,,,,,,,,,,0,0,,346806.5
1740,E02001788,,,,,,,,,,,0,0,,406233.9
1741,E02001789,,,,,,,,,,,0,0,,926836.8
1742,E02001790,,,,,,,,,,,0,0,,593163.0
1743,E02001791,,,,,,,,,,,0,0,,359544.9
1744,E02001792,,,,,,,,,,,0,0,,437373.1
1745,E02001793,,,,,,,,,,,0,0,,470635.7
1746,E02001794,,,,,,,,,,,0,0,,560718.3
1747,E02001795,,,,,,,,,,,0,0,,307868.0
1748,E02001796,,,,,,,,,,,0,0,,293181.7
1749,E02001797,,,,,,,,,,,0,0,,576853.4
1750,E02001798,,,,,,,,,,,0,0,,492241.1
1751,E02001799,,,,,,,,,,,0,0,,438556.7
1752,E02001800,,,,,,,,,,,0,0,,375448.4
1753,E02001801,,,,,,,,,,,0,0,,129168.4
1754,E02001802,,,,,,,,,,,0,0,,487975.8
1755,E02001803,,,,,,,,,,,0,0,,187238.1
1756,E02001804,,,,,,,,,,,0,0,,490638.7
1757,E02001805,,,,,,,,,,,0,0,,331190.5
1758,E02001806,,,,,,,,,,,0,0,,260266.8
1759,E02001807,,,,,,,,,,,0,0,,519649.3
1760,E02001808,,,,,,,,,,,0,0,,162545.4
1761,E02001809,,,,,,,,,,,0,0,,454661.1
1762,E02001810,,,,,,,,,,,0,0,,482481.8
1763,E02001811,,,,,,,,,,,0,0,,582549.1
1764,E02001812,,,,,,,,,,,0,0,,931754.7
1765,E02001813,,,,,,,,,,,0,0,,995389.5
1766,E02001814,,,,,,,,,,,0,0,,435220.2
1767,E02001815,,,,,,,,,,,0,0,,1134814.7
1768,E02001816,,,,,,,,,,,0,0,,409717.9
1769,E02001817,,,,,,,,,,,0,0,,425158.3
1770,E02001818,,,,,,,,,,,0,0,,638329.6
1771,E02001819,,,,,,,,,,,0,0,,772215.9
1772,E02001820,,,,,,,,,,,0,0,,785519.3
1773,E02001821,,,,,,,,,,,0,0,,469427.8
1774,E02001822,,,,,,,,,,,0,0,,673923.2
1775,E02001823,,,,,,,,,,,0,0,,531954.3
1776,E02001824,,,,,,,,,,,0,0,,667984.8
1777,E02001825,,,,,,,,,,,0,0,,613086.0
1778,E02001826,,,,,,,,,,,0,0,,534190.3
1779,E02001827,,,,,,,,,,,0,0,,850921.2
